tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,Positive emotion,Apple iPad,i was there it was nuts rt ipad 2 in hand awesome dude gave me cutsies on a 3 hour line austin apple sxsw winning
Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,,Positive emotion,,whoa there's a dude in front of me using google wave sxsw xplat
&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative emotion,Google,quot there's a reason why google isn't in social they are too technical quot sxsw comments
Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,,No emotion toward brand or product,,epic there's just one guy waiting in line for the ipad 2 in austin at sxsw link sxsw ipad ipad2
"aight, here's my wed + thurs list of #sxsw possibilities: {link} i hope to see all my twitter buds out + about atx this week!",,No emotion toward brand or product,,aight here's my wed thurs list of sxsw possibilities link i hope to see all my twitter buds out about atx this week
"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,Negative emotion,,enough already google to launch major new social network called circles possibly today link sxsw
people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,Positive emotion,Apple,people already lining up on the sxsw apple store at 6th and congress festival promises to be much more attracting than that
#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,iPad or iPhone App,Positive emotion,Apple iOS App,sxflip breaking iphone version of flipboard is ther next product sxsw yay
@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,Negative emotion,Apple iOS App,really disappointed with the ipad app lots of error messages have to switch to tweet deck for the rest of sxsw
@mention Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link},,No emotion toward brand or product,,reason 19 keep parakeets employed link keep track of where the ladies are at sxsw link
"For some reason Cisco networking gear at #SXSW doesn't like working with iPhones, known issue so why use Cisco for mostly iPhone crowed?",,No emotion toward brand or product,,for some reason cisco networking gear at sxsw doesn't like working with iphones known issue so why use cisco for mostly iphone crowed
"Another great panel at 5 pm at the Hilton - Austin's own @mention Nik Daftary:  Left Brain Search = Google, Right Brain Search = X #sxsw",,No emotion toward brand or product,,another great panel at 5 pm at the hilton austin's own nik daftary left brain search google right brain search x sxsw
Another great review of Super Kaiju Hero Force: &quot;The jokes are a little childish but who am I to judge since I'm 13.&quot; LOL! #iphone #sxsw,,No emotion toward brand or product,,another great review of super kaiju hero force quot the jokes are a little childish but who am i to judge since i'm 13 quot lol iphone sxsw
Another great spreadsheet of all the #SXSW parties - {link},,No emotion toward brand or product,,another great spreadsheet of all the sxsw parties link
Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,Positive emotion,Other Google product or service,pick up great unlockable deals by checking into places on google latitude apps link googleblog sxsw vip
Just met Rebecca Moore fr google @mention - amazing #womenintech come see her room6ab Austin conf ctr #sxswi #sxsw,,No emotion toward brand or product,,just met rebecca moore fr google amazing womenintech come see her room6ab austin conf ctr sxswi sxsw
#sxsw=appreciation for Twitter. My account has never seen such action (from me). iPhone battery now dead. Found an outlet. #backinbusiness,,No emotion toward brand or product,,sxsw appreciation for twitter my account has never seen such action from me iphone battery now dead found an outlet backinbusiness
@mention recounts the batshit insanity doubling as &quot;creativity&quot; that ensures they &quot;don't suck&quot;. Google 'michaels room groupon' #sxsw,,No emotion toward brand or product,,recounts the batshit insanity doubling as quot creativity quot that ensures they quot don't suck quot google 'michaels room groupon' sxsw
"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,Positive emotion,Apple iPad,just ordered my ipad 2 and am excited to be at sxsw but it all seems silly with what's happening in japan right now
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Apple,No emotion toward brand or product,Apple,score a free imo tshirt outside the sxsw apple store today at 2 15 pm amp check out imo's app for the ipad 2 link sxsw ipad2
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,Positive emotion,Apple iOS App,score a free imo tshirt outside the sxsw apple store today at 2 15 pm amp check out imo's app for the ipad 2 link sxsw ipad2
Lots o' free music from #SXSW bands: {link} and {link},,No emotion toward brand or product,,lots o' free music from sxsw bands link and link
Google street car at #SXSW.   @mention Brush Square Park {link},,No emotion toward brand or product,,google street car at sxsw brush square park link
Google Street View car on 6th and Brazos. Timing is everything.  #SXSW,,No emotion toward brand or product,,google street view car on 6th and brazos timing is everything sxsw
Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,Negative emotion,Apple iPhone,farmers prefer balckberries over iphones and andriod devices more durable anti apple feelings mobilefarm sxsw
#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,Positive emotion,Apple iPad,ipad therefore i am what is the line like at the apple store near sxsw in austin send pics
#Google Preparing To Launch #SocialMedia ÛÏCirclesÛ at #sxsw ÛÓ Or Maybe Not {link} via @mention,,No emotion toward brand or product,,google preparing to launch socialmedia circles at sxsw or maybe not link via
@mention reporting the #SXSW Apple Store for TWIT. #Sonoma  {link},,No emotion toward brand or product,,reporting the sxsw apple store for twit sonoma link
Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,Negative emotion,Apple,horrible repressed memories of the apple spinning beach ball coming back at the progressbar talk sxsw
Google fires a shot at Foursquare with check-in rewards and titles {link} #Android #EastSidePies #GoogleMaps #SXSW #ToyJoyBuy,,No emotion toward brand or product,,google fires a shot at foursquare with check in rewards and titles link android eastsidepies googlemaps sxsw toyjoybuy
Google fires a shot at Foursquare with check-in rewards and titles {link} #sxsw,,No emotion toward brand or product,,google fires a shot at foursquare with check in rewards and titles link sxsw
Awesome presentation on digital magazines {link} #touchingstories #SXSW #gsdm,,No emotion toward brand or product,,awesome presentation on digital magazines link touchingstories sxsw gsdm
@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,Negative emotion,Apple iPhone,respectfully disagree about the iphone battery life is a problem and it isn't as ubiquitous as it seems project314 sxsw
"Very Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,very interesting gt gt rt google to launch major new social network called circles possibly today link sxsw
"Most interesting question at #SXSW so far, at Google talk: &quot;What happens to us if we lose this ability to discover and need to discover?&quot;",,No emotion toward brand or product,,most interesting question at sxsw so far at google talk quot what happens to us if we lose this ability to discover and need to discover quot
Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive emotion,Apple,very interesting rt apple to open pop up shop at sxsw link sxsw sxswi popupshop apple
"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive emotion,Apple,adaptive retail apple to open pop up shop at sxsw skillfully done cupertino link
"while charging my iPhone battery, I've downloaded a .#hipstamatic pack #sxsw edition.  {link}",,No emotion toward brand or product,,while charging my iphone battery i've downloaded a hipstamatic pack sxsw edition link
"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,Negative emotion,Apple iPad,sxsw tried 2 days with ipad w o macbook pro the experiment is over i heart a real keyboard
For any friends coming to Austin for SXSW: {link} #Austin #sxsw,,No emotion toward brand or product,,for any friends coming to austin for sxsw link austin sxsw
Google (tries again) to launch a new social network called Circles: {link} #sxsw,Google,No emotion toward brand or product,Google,google tries again to launch a new social network called circles link sxsw
Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,,Negative emotion,,google tries again to launch a new social network called circles link sxsw 310409h2011
Google (tries again) to launch a new social network called Circles: {link} #sxsw RT @mention @mention,,No emotion toward brand or product,,google tries again to launch a new social network called circles link sxsw rt
"The #CNNGrill is celebrating #piday with pecan, apple and strawberry rhubarb pies. Let the circumferences begin! #SXSW #SXSWI",,No emotion toward brand or product,,the cnngrill is celebrating piday with pecan apple and strawberry rhubarb pies let the circumferences begin sxsw sxswi
"&quot;Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW&quot; (@mention {link}",,No emotion toward brand or product,,quot gearing up to make a splash to launch quot groupon or living social type quot rewards at sxsw quot link
#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,Positive emotion,Google,google crisis response has a site up w good info on japanese earthquake tsunami link sxsw sxswi
#SXSW: Marissa Mayer keynote- 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users),,No emotion toward brand or product,,sxsw marissa mayer keynote 40 of google maps usage is mobile and there are 150 million mobile users
"#SXSW: Marissa Mayer's favorite non-Google product: her Swiss watch, bought as intern 12 years ago. Brings that simplicity to Goog.",,No emotion toward brand or product,,sxsw marissa mayer's favorite non google product her swiss watch bought as intern 12 years ago brings that simplicity to goog
During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,Positive emotion,Other Google product or service,during marissa mayer's presentation at sxsw they did a demo of google maps version 5 2 on mobile and it was pretty impressive
Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw,,No emotion toward brand or product,,google marissa mayer mobile phone as a cursor of physical location new version of map fast and more real life like sxsw
Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive emotion,Apple iPad,even security guards in austin enjoy ipad time sxsw cc link
"&quot;Clarity trumps density, tap quality trumps tap quantityÛ_&quot; recap of @mention iPad #sxsw talk {link}",,No emotion toward brand or product,,quot clarity trumps density tap quality trumps tap quantity quot recap of ipad sxsw talk link
"Our cab driver is well prepared for #sxsw - he's got a laptop, a Blackberry and iPhone by his dashboard.",,No emotion toward brand or product,,our cab driver is well prepared for sxsw he's got a laptop a blackberry and iphone by his dashboard
Go to emarketer &amp; some Google PDF snooping for marketing stats. #SXSW #elevate,,No emotion toward brand or product,,go to emarketer amp some google pdf snooping for marketing stats sxsw elevate
"Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",,No emotion toward brand or product,,hiring marketers designers creatives social media pros come see aquent booth 1415 sxsw trade show you might win ipad 2
Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive emotion,Apple,social marketing experts at sxsw everyone has to face facts amp admit that apple again showed everyone how marketing is done cnet
Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,,Positive emotion,,need a workspace book it from your iphone link app sxsw virtualoffice
Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,Positive emotion,Other Apple product or service,thanks girl rt congrats to on winning the last ipad case for her boyfriend aw sxsw cbatsxsw
Catch Charles Chen @mention SXSW &amp; ask him for a demo of ChromeOS &amp; Android access. Hint: He's wearing a Google Braille shirt. #sxsw,,No emotion toward brand or product,,catch charles chen sxsw amp ask him for a demo of chromeos amp android access hint he's wearing a google braille shirt sxsw
"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,Positive emotion,Apple iOS App,on the early nerdbird to sxsw get iphone app share photos of airport people like people of wal mart but at airports
False alarm but could Google be blushing? RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,,No emotion toward brand or product,,false alarm but could google be blushing rt google to launch major new social network called circles link sxsw
False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever {link} more {link} #SXSW #SXSWi,,No emotion toward brand or product,,false alarm google circles not coming now and probably not ever link more link sxsw sxswi
False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,,Negative emotion,,false alarm google circles not coming now and probably not ever link google circles social sxsw
"False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",,No emotion toward brand or product,,false alarm google circles not coming now and probably not ever link so much for reports that it would unveil at sxsw
"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",,No emotion toward brand or product,,false alarm google circles not coming now and probably not ever sxsw link
"No. Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,no confirmed rt google to launch major new social network called circles possibly today link sxsw
Just informed you have to take your iPad out when you have a &quot;cluttered bag.&quot; Apparently X-Ray technology can't see through books. WTF #sxsw,,No emotion toward brand or product,,just informed you have to take your ipad out when you have a quot cluttered bag quot apparently x ray technology can't see through books wtf sxsw
"97% of farmers own mobile phone, 43% of those own a smartphone. Marketshare - BB - 33% 18%  Android, 10% iPhone. #mobilefarm #sxsw",,No emotion toward brand or product,,97 of farmers own mobile phone 43 of those own a smartphone marketshare bb 33 18 android 10 iphone mobilefarm sxsw
I'm concerned about #Adobe; #Mint migrating #Flex to #HTML5 for #iOS and #Android mobile apps. #sxsw,,No emotion toward brand or product,,i'm concerned about adobe mint migrating flex to html5 for ios and android mobile apps sxsw
iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,Negative emotion,Apple iPad,ipad 2 turned into giant camera looks plain stupid sxsw
Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive emotion,Google,cool internet art google will eat itself google ads revenue used to buy google stock sxsw
#SXSW learning how Google is about to get all &quot;Contextual&quot; with our &quot;Discovery&quot;... (@mention Austin Convention Center) {link},,No emotion toward brand or product,,sxsw learning how google is about to get all quot contextual quot with our quot discovery quot austin convention center link
Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,Positive emotion,Other Google product or service,great intro to saveustechies sxsw video the surui carbon project from google earth engine link
"#SxSW approaching &amp; so are our soft launch plans.#Android demo running,flyers printed and T-shirts packed for #Austin.",,No emotion toward brand or product,,sxsw approaching amp so are our soft launch plans android demo running flyers printed and t shirts packed for austin
"&quot;Android users are not iPhone users. (They use the Options menu, and Contextual menu)&quot; ~@mention #sxsw",,No emotion toward brand or product,,quot android users are not iphone users they use the options menu and contextual menu quot sxsw
#sxsw Android users: we're proud of you.,Android,Positive emotion,Android,sxsw android users we're proud of you
"Hearing from ex-Apple, ex-Pentagram industrial designer. Really cool perspective. #sxsw #gsdm",,No emotion toward brand or product,,hearing from ex apple ex pentagram industrial designer really cool perspective sxsw gsdm
Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,Positive emotion,Other Google product or service,hot pot from google for mobile maps is a 'very' interesting new app sxsw sxswi
Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,Positive emotion,Other Google product or service,learned from sponsored sxsw software 1 austin nice walking city 2 mapquest piece of shit mapping software go google maps fb
"Special promo for #sxsw attendees! {link} Meetchu, quick-contact capture LYKWXHPYTERH TT66H9TJN4YE RT6N79XP37FF TYP63MMAM7W3",,No emotion toward brand or product,,special promo for sxsw attendees link meetchu quick contact capture lykwxhpyterh tt66h9tjn4ye rt6n79xp37ff typ63mmam7w3
#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,Positive emotion,Apple,sxsw impromptu apple store line is about 2 blocks long link
"Out of a room of 50+ people, only 1 other person than I makes accessible apps... And he works for Google Android #SXSW #donline",,No emotion toward brand or product,,out of a room of 50 people only 1 other person than i makes accessible apps and he works for google android sxsw donline
"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",,No emotion toward brand or product,,miami horror tacos and bloody marys i'm there sxsw
"Find me around #sxsw today, grab a @mention slap bracelet and ask me how you can win an iPad 2 from @mention",,No emotion toward brand or product,,find me around sxsw today grab a slap bracelet and ask me how you can win an ipad 2 from
driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,Positive emotion,Other Google product or service,driving around austin on google street view scoping out locations from my desk sxsw
Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,,Positive emotion,,rumours around google circles have been proven to be untrue there was no announcement at sxsw in austin texas there must be something
Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,Positive emotion,Apple iOS App,playing around with the iphone app it's awesome will be using it a lot at sxsw
Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,Negative emotion,Apple iOS App,why is groupme not available in canada for iphone users sxsw would love to check it out
@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,Positive emotion,Other Google product or service,route around traffic is saving google maps users 2 years everyday sxsw
Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Google,Positive emotion,Google,google's route around traffic function saves users 2 years every day good for future marissa mayer at sxsw
"#ACLU Approved? WT? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,,aclu approved wt rt google to launch major new social network called circles possibly today link sxsw
Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,Positive emotion,Android,android growing super fast at lustre pearl team android party for just walked in androidsxsw sxsw
Happily drowning in a sea of apple macs and monster energy drink #SXSW,Other Apple product or service,Positive emotion,Other Apple product or service,happily drowning in a sea of apple macs and monster energy drink sxsw
Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Other Apple product or service,Positive emotion,Other Apple product or service,got my morphie iphone case in time for sxsw good news gt power lt anxiety bad news barely fits in my hand
At the airport playing my fav game:  &quot;Are You Going to #SXSW?&quot; Wearing denim on denim? You're going.  Charging 3+ Apple products? You too.,Apple,I can't tell,Apple,at the airport playing my fav game quot are you going to sxsw quot wearing denim on denim you're going charging 3 apple products you too
"{link} harrymccracken: There are still iPad 2s to be had, at least at the #sxsw pop-up ... {link} @mention",,No emotion toward brand or product,,link harrymccracken there are still ipad 2s to be had at least at the sxsw pop up link
"After hours in the #sxsw popup #apple store, a lone security guard enjoys the #ipad2 {link}",iPad,No emotion toward brand or product,Apple iPad,after hours in the sxsw popup apple store a lone security guard enjoys the ipad2 link
#SXSW goers wait for Apple #ipad2 in #Austin  {link} {link},,No emotion toward brand or product,,sxsw goers wait for apple ipad2 in austin link link
#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,iPad,Positive emotion,Apple iPad,sxsw goers want to sell your ipad so you can buy a new one give me a shout ipad
brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,,No emotion toward brand or product,,brace yourselves for the audio onslaught of sxsw and enjoy this free music sampler from itunes link featuredartists
iPhone version of flipboard hopefully out this summer #sxflip #sxsw,iPad or iPhone App,Positive emotion,Apple iOS App,iphone version of flipboard hopefully out this summer sxflip sxsw
#SXSW #personalcloud Google 'create great design principles' for great tips,,Positive emotion,,sxsw personalcloud google 'create great design principles' for great tips
SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive emotion,Android,sxsw foursquare updates its merchant platform with new specials link android flashspecial free iphone sxsw
"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",iPad,Positive emotion,Apple iPad,on the first day of sxsw the ipad2 launch stole a lot of the thunder link
Saw my first google maps street view car! #sxsw  {link},,No emotion toward brand or product,,saw my first google maps street view car sxsw link
"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",,No emotion toward brand or product,,as i understand this is buzzing from sxsw group texting groupme ipad 2 apple denis crowley more
@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,Positive emotion,Apple iPad,rt apple is opening up a temporary store in downtown austin for sxsw and the ipad 2 launch link
"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps",,No emotion toward brand or product,,rt come party down amp google tonight sxsw link bands food art interactive maps
@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,Positive emotion,Apple,rt confirmed apple store 2 week popup in austin for sxsw now with picture link link
@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,,No emotion toward brand or product,,rt gary is starting a new show quot daily grape quot for iphone only thankyouecon sxsw
@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,,No emotion toward brand or product,,rt head over to link by 1pm cst today to win vip access to my acoustic solo set at sxsw tonight
@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},,No emotion toward brand or product,,rt heading to sxsw the austin guide for iphone is free for a limited time link
"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",,No emotion toward brand or product,,rt hoot new blog post hootsuite mobile for sxsw updates for iphone blackberry amp android link
@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,,No emotion toward brand or product,,rt it's not a rumor apple is opening up a temporary store in downtown austin for sxsw and the ipad 2 launch
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw link
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw cont link
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored cont link
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by link
@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by cont link
@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,,No emotion toward brand or product,,rt platform for concertgoers launches android app in time for sxsw link sxsw
@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,,Positive emotion,,rt want a free juice pack air for iphone 4 at sxsw we ll be giving away 5 at a 2b announced location stay tuned
@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},,No emotion toward brand or product,,rt who said you won't be able to get ipad 2 at sxsw apple is opening pop up store in austin link
#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,Positive emotion,Apple iPad,booyah rt just synced my ipad2 and full of apple joy sxsw
#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,Positive emotion,Apple iPad,booyah rt lt guess who won an ipad at the unsix tweetup thanks to amp sxsw happydance
#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},,No emotion toward brand or product,,jealous rt line for apple's ipad 2 popup store is already wrapping around the block sxsw link
"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",,No emotion toward brand or product,,sxsw rt google to launch major new social network called circles possibly today link
Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,,Positive emotion,,awesome rt sxsw with come check out and get your free custom iphone case grill
Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive emotion,Apple,awesome rt apple's temporary megastore at sxsw could be model for future conferences events link
Awesome! RT @mention Best thing I've heard this wknd #SXSW &quot;I gave my iPad 2 money to #Japan relief. Don't need an iPad 2.&quot; (@mention,,No emotion toward brand or product,,awesome rt best thing i've heard this wknd sxsw quot i gave my ipad 2 money to japan relief don't need an ipad 2 quot
Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},,No emotion toward brand or product,,awesome rt download 20 free tracks from the sxsw music sampler available on the store today link
Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},iPad or iPhone App,Positive emotion,Apple iOS App,awesome rt heading to austin for sxsw the austin lp guide for iphone is free for a limited time link
Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},,No emotion toward brand or product,,awesome rt what happens when apple hires security at sxsw austin link
Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,Positive emotion,Android,awesome rt yes gowalla wins best andoid app at the team android choice awards thanks all sxsw
Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,,No emotion toward brand or product,,fanbois rt audioboo the front of the apple ipad 2 queue link sxsw sxswsa apple ipad2 austin texas
"How true RT @mention The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",,No emotion toward brand or product,,how true rt the only way you truly understand a material is by making things with it jonathan ive apple vp design sxsw
"HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",,No emotion toward brand or product,,huzzah rt quot google before you tweet quot is the new quot think before you speak quot mark belinsky 911tweets panel at sxsw umassjour
Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,Positive emotion,Apple iPad,niceness rt less than 2 hours until we announce the details on the ipad 2 giveaway sxsw sxswi
Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,Positive emotion,Apple iPad,oh no rt confirmed new ipad 3 coming this september link apple iphone ipad sxsw
Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,iPhone,Negative emotion,Apple iPhone,or droid rt has spontaniety in life been replaced by technology when your iphone battery dies you go home great sxsw
Really?? RT @mention Google is launching new social media site at #SXSW?? Has anyone else heard this??,,No emotion toward brand or product,,really rt google is launching new social media site at sxsw has anyone else heard this
sad face RT @mention We're not launching any products at #SXSW but Join us for #H4ckers &amp; 80s dancing today {link},,No emotion toward brand or product,,sad face rt we're not launching any products at sxsw but join us for h4ckers amp 80s dancing today link
So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},iPad or iPhone App,Positive emotion,Apple iOS App,so cool rt updated npr music iphone app song info 4 all songs 24 7 amp live video streaming in time 4 sxsw link
"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,Google,so true rt amp quot google before you tweet quot is the new quot think before you speak quot mark belinsky 911tweets panel at sxsw
"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",,No emotion toward brand or product,,so true rt best hungry at sxsw tip mekong river great vietnamese link 6th st till 11pm via
So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,,No emotion toward brand or product,,so true rt new post business cards are dead send me your card via hashable at sxsw link cc
